iter	MultiClass
453	0.516410726
454	0.5160983532
455	0.5157094557
456	0.5155002494
457	0.5150182234
458	0.5147652371
459	0.5146332886
460	0.5144478887
461	0.5143157668
462	0.5139747945
463	0.5137719507
464	0.5136317767
465	0.5133434054
466	0.5129737992
467	0.5128050718
468	0.5126348504
469	0.5122957515
470	0.512123529
471	0.5119722217
472	0.5115169979
473	0.5111270897
474	0.5108950436
475	0.5105199407
476	0.5102737642
477	0.5101399344
478	0.5098136834
479	0.5094355598
480	0.5092687742
481	0.5091092756
482	0.5086110093
483	0.5082764148
484	0.5079702133
485	0.5076535115
486	0.5073109832
487	0.5069463779
488	0.5067376608
489	0.506456704
490	0.5062054201
491	0.5060965743
492	0.5058600123
493	0.5053849109
494	0.5052138725
495	0.5047905473
496	0.5046518872
497	0.5043757323
498	0.5040528143
499	0.5038835094
500	0.5036634911
501	0.5032818012
502	0.5029134488
503	0.5026291988
504	0.5023147845
505	0.5020128298
506	0.5016600933
507	0.501425376
508	0.5009900373
509	0.5007044833
510	0.5001884378
511	0.499887087
512	0.4995976464
513	0.4993028599
514	0.4990446185
515	0.4986943818
516	0.4984281591
517	0.4981707588
518	0.4977736364
519	0.4974052181
520	0.497136233
521	0.4969322364
522	0.4966106487
523	0.4963282928
524	0.4960913344
525	0.4957669897
526	0.4956036264
527	0.4953374336
528	0.4949426241
529	0.4945669019
530	0.494174249
531	0.493844469
532	0.4936437526
533	0.4932352828
534	0.492795489
535	0.492548632
536	0.4920529904
537	0.4918639222
538	0.4915516836
539	0.4913100081
540	0.4910952895
541	0.4909176718
542	0.4905421373
543	0.4901787033
544	0.4899172425
545	0.4895562295
546	0.4893659291
547	0.4890199741
548	0.4887920137
549	0.4882837707
550	0.48803307
551	0.4877515253
552	0.4874944268
553	0.4871315645
554	0.4869330176
555	0.4865263474
556	0.4862164817
557	0.4858933281
558	0.4855435656
559	0.485257391
560	0.4850533777
561	0.4848305103
562	0.4846610736
563	0.4842662738
564	0.4839222612
565	0.4836781102
566	0.4833028714
567	0.482930547
568	0.482777091
569	0.482361124
570	0.4820963857
571	0.4816652826
572	0.4814194562
573	0.4810123757
574	0.4808408902
575	0.4806575875
576	0.4804407054
577	0.4802478494
578	0.4799717108
579	0.4798309656
580	0.4794012552
581	0.4790865552
582	0.4787724915
583	0.4784118096
584	0.4780809083
585	0.4778927448
586	0.4776953476
587	0.4773910684
588	0.4770602919
589	0.4767568009
590	0.4764331923
591	0.4760726873
592	0.4758390592
593	0.4755705557
594	0.4752201031
595	0.4748743227
596	0.4744821513
597	0.4742617102
598	0.474028219
599	0.4737721699
600	0.4735564097
601	0.4734221854
602	0.4732571349
603	0.4730135387
604	0.4725506168
605	0.4723027633
606	0.4720814255
607	0.4717830857
608	0.47154257
609	0.4713853611
610	0.4710873609
611	0.4709051904
612	0.4707111805
613	0.4705744866
614	0.4702524841
615	0.4697395479
616	0.4696190773
617	0.469475359
618	0.4693185568
619	0.4691142431
620	0.4689918419
621	0.4688168627
622	0.4685876373
623	0.468367349
624	0.4681603101
625	0.4679648803
626	0.4677931809
627	0.4675567037
628	0.4673628882
629	0.4671796717
630	0.4668210244
631	0.4664877588
632	0.4662546338
633	0.4661651491
634	0.4659689078
635	0.4656749915
636	0.4655684471
637	0.4652493021
638	0.4651217525
639	0.464788306
640	0.4645758544
641	0.4643966712
642	0.4641871475
643	0.4639004971
644	0.4637726708
645	0.4635415429
646	0.4632711366
647	0.4627645602
648	0.462373703
649	0.4622784853
650	0.4620881892
651	0.4619466351
652	0.461733137
653	0.4614330315
654	0.4610692098
655	0.4608650731
656	0.4605894815
657	0.4603074395
658	0.4600145359
659	0.4597697966
660	0.4595582414
661	0.4591876714
662	0.4589905051
663	0.4587665563
664	0.4584734538
665	0.4581893473
666	0.4579963525
667	0.4578757841
668	0.4577242457
669	0.4574985695
670	0.4573502978
671	0.4569770666
672	0.45674904
673	0.456598497
674	0.4564036511
675	0.4561473105
676	0.4559659518
677	0.4556987723
678	0.4554751313
679	0.4552782503
680	0.4550969464
681	0.4548400518
682	0.4546404297
683	0.4543848369
684	0.4542405762
685	0.4541034634
686	0.4539116938
687	0.4536965185
688	0.4534345664
689	0.4533058118
690	0.4529923317
691	0.4527706334
692	0.4526192235
693	0.4523042812
694	0.4520628504
695	0.4518548988
696	0.4516844459
697	0.4513817706
698	0.4512052134
699	0.4509112265
700	0.4507178558
701	0.4503569504
702	0.4501234706
703	0.4498482292
704	0.4496250166
705	0.4493739259
706	0.4491518494
707	0.4488694356
708	0.448699493
709	0.4485485693
710	0.4483487921
711	0.4481403989
712	0.4479083916
713	0.4477131115
714	0.4474614092
715	0.4471885252
716	0.4469361135
717	0.4467040274
718	0.4465169518
719	0.4461259304
720	0.4458307574
721	0.4456867451
722	0.4453705779
723	0.4450785206
724	0.4449025424
725	0.4445974358
726	0.4444293107
727	0.4441681597
728	0.4439476352
729	0.4437030305
730	0.4435475248
731	0.4431951392
732	0.4429086154
733	0.4426547174
734	0.442459007
735	0.4421412569
736	0.4418413356
737	0.4416187081
738	0.4413716796
739	0.4412569697
740	0.4411762206
741	0.4410174724
742	0.4408260373
743	0.4405960394
744	0.4404659205
745	0.4403029438
746	0.4400411497
747	0.4398938968
748	0.4397393063
749	0.4394795525
750	0.4393149766
751	0.4391043968
752	0.4388727109
753	0.4386535252
754	0.4384947789
755	0.4382529592
756	0.4380249105
757	0.4378271705
758	0.4375676727
759	0.437286738
760	0.4370118865
761	0.4368262771
762	0.4366447681
763	0.4364429311
764	0.4363129467
765	0.4360753717
766	0.4358160137
767	0.4355073581
768	0.4353735652
769	0.4351509938
770	0.4348472338
771	0.4346105818
772	0.434404538
773	0.4341877007
774	0.4340496586
775	0.4338167691
776	0.433572016
777	0.4333311223
778	0.4330754787
779	0.4328370661
780	0.4326207627
781	0.4323873979
782	0.4321812615
783	0.431930532
784	0.4317621934
785	0.431574034
786	0.4314409835
787	0.4313091947
788	0.4310986692
789	0.4309291261
790	0.4307269635
791	0.4304974883
792	0.4303153059
793	0.4301400834
794	0.4299478624
795	0.4295864443
796	0.4292670666
797	0.4291193509
798	0.4289341785
799	0.4287265974
800	0.4283841728
801	0.4281094709
802	0.4279388164
803	0.4277211816
804	0.4275196408
805	0.4273289979
806	0.4269599832
807	0.4268536563
808	0.42653688
809	0.4262711905
810	0.4260160822
811	0.4256547934
812	0.4253572095
813	0.4251672766
814	0.4249167506
815	0.4246869315
816	0.4245338259
817	0.4243257204
818	0.4241420368
819	0.4238788641
820	0.4236797783
821	0.4235541062
822	0.4233799981
823	0.423164475
824	0.4227824624
825	0.4225803883
826	0.4223788636
827	0.4220675121
828	0.4219116179
829	0.4217426677
830	0.4215072637
831	0.4212976205
832	0.4211288931
833	0.42088128
834	0.4207110004
835	0.4205097847
836	0.420293996
837	0.4200709971
838	0.4198072392
839	0.4196353017
840	0.4194924809
841	0.4191278119
842	0.418848416
843	0.4186375712
844	0.4183388898
845	0.4182535997
846	0.4179681435
847	0.417866963
848	0.4176561394
849	0.4175179247
850	0.4174138895
851	0.4172594383
852	0.4170251512
853	0.4169193642
854	0.4166552668
855	0.4164870521
856	0.4161662997
857	0.4158785487
858	0.415701217
859	0.4154788623
860	0.4152094401
861	0.4149728659
862	0.4146727811
863	0.4144727274
864	0.4142554983
865	0.414040301
866	0.4138136334
867	0.4136624936
868	0.4134970759
869	0.413354099
870	0.4131353904
871	0.412978415
872	0.4128304977
873	0.4126541303
874	0.412509279
875	0.412312277
876	0.412158343
877	0.4119953986
878	0.411712097
879	0.4113828098
880	0.4112604723
881	0.4110828207
882	0.4108808227
883	0.410689272
884	0.4104378045
885	0.4102504807
886	0.4100903475
887	0.4099206619
888	0.4097464697
889	0.4095820985
890	0.4093873272
891	0.4091622283
892	0.4089714118
893	0.4087498765
894	0.4086115126
895	0.4084790207
896	0.4080995481
897	0.407876459
898	0.4076587153
899	0.4074402518
900	0.4072757852
901	0.407102703
902	0.4068816331
903	0.4067292814
904	0.4064934746
905	0.4063595569
906	0.4061760167
907	0.4060389702
908	0.4057739433
909	0.4055999911
910	0.4054399006
911	0.4051973602
912	0.4050298184
913	0.4047528425
914	0.4046361127
915	0.404436218
916	0.4042705225
917	0.4040235193
918	0.4039253244
919	0.4037225768
920	0.4034689118
921	0.4033027837
922	0.4030855448
923	0.4029307947
924	0.4027667999
925	0.4026223433
926	0.4023415857
927	0.4021817143
928	0.4019691494
929	0.4017584298
930	0.4016217166
931	0.4014700804
932	0.4012492362
933	0.4010793701
934	0.4008593931
935	0.4007455329
936	0.4005984197
937	0.4003953637
938	0.4001712172
939	0.4000030246
940	0.3998261573
941	0.3996066734
942	0.3994622397
943	0.3993663735
944	0.3992460788
945	0.3990718488
946	0.3989022019
947	0.3987687221
948	0.3985832267
949	0.3983688926
950	0.398238918
951	0.3979421157
952	0.397668262
953	0.3974663187
954	0.3973009266
955	0.3970658716
956	0.3968004376
957	0.3966725274
958	0.3965447465
959	0.3964375338
960	0.3961005134
961	0.3958207808
962	0.3955619269
963	0.3953508606
964	0.3951576026
965	0.3949207557
966	0.3947552999
967	0.3946202777
968	0.3944431909
969	0.3942510576
970	0.3940901393
971	0.3939744789
972	0.3937129417
973	0.3934997081
974	0.3933311781
975	0.3931841049
976	0.3930048252
977	0.392859305
978	0.3926390579
979	0.3924490896
980	0.3923253214
981	0.3921951916
982	0.3919701744
983	0.3918831894
984	0.3917458642
985	0.3916347321
986	0.3914465462
987	0.3912196096
988	0.3910704482
989	0.3909405275
990	0.3907123858
991	0.3905179428
992	0.3903425402
993	0.3900728073
994	0.3898772759
995	0.3897162803
996	0.3895688017
997	0.3894640834
998	0.3893136047
999	0.3890614149
